Time@Axial Accel (Gs),Axial Accel (Gs),bILBA,Time@Lateral Accel (Gs),Lateral Accel (Gs),bILBA
1.30875,18.19,b1100,2.6175,1.4,b1100
1.31125,18.12,b1100,2.6225,1.4,b1100
1.31375,18.12,b1100,2.6275,1.4,b1100
1.31625,18.19,b1100,2.6325,1.4,b1100
1.31875,18.19,b1100,2.6375,1.57,b1100
1.32125,18.12,b1100,2.6425,1.48,b1100
1.32375,18.19,b1100,2.6475,1.83,b1100
1.32625,18.05,b1100,2.6525,1.13,b1100
1.32875,18.05,b1100,2.6575,1.48,b1100
1.33125,17.97,b1100,2.6625,1.22,b1100
1.33375,18.05,b1100,2.6675,1.4,b1100
1.33625,18.05,b1100,2.6725,1.4,b1100
1.33875,18.12,b1100,2.6775,1.4,b1100
1.34125,18.12,b1100,2.6825,1.48,b1100
1.34375,18.05,b1100,2.6875,1.4,b1100
1.34625,18.05,b1100,2.6925,1.83,b1100
1.34875,18.19,b1100,2.6975,1.4,b1100
1.35125,18.12,b1100,2.7025,1.75,b1100
1.35375,18.12,b1100,2.7075,1.22,b1100
1.35625,18.19,b1100,2.7125,1.48,b1100
1.35875,18.12,b1100,2.7175,1.13,b1100
1.36125,18.12,b1100,2.7225,1.4,b1100
1.36375,18.12,b1100,2.7275,1.13,b1100
1.36625,18.05,b1100,2.7325,1.4,b1100
1.36875,18.05,b1100,2.7375,1.92,b1100
1.37125,18.12,b1100,2.7425,1.48,b1100
1.37375,18.12,b1100,2.7475,2.27,b1100
1.37625,18.05,b1100,2.7525,1.92,b1100
1.37875,18.05,b1100,2.7575,1.48,b1100
1.38125,17.97,b1100,2.7625,1.66,b1100
1.38375,18.05,b1100,2.7675,1.48,b1100
1.38625,17.97,b1100,2.7725,1.66,b1100
1.38875,17.97,b1100,2.7775,1.4,b1100
1.39125,18.05,b1100,2.7825,1.4,b1100
1.39375,17.97,b1100,2.7875,1.4,b1100
1.39625,18.05,b1100,2.7925,1.31,b1100
1.39875,17.9,b1100,2.7975,1.83,b1100
1.40125,17.83,b1100,2.8025,1.05,b1100
1.40375,17.97,b1100,2.8075,1.13,b1100
1.40625,17.76,b1100,2.8125,1.22,b1100
1.40875,17.9,b1100,2.8175,1.57,b1100
1.41125,17.76,b1100,2.8225,1.22,b1100
1.41375,17.97,b1100,2.8275,2.1,b1100
1.41625,17.97,b1100,2.8325,1.57,b1100
1.41875,17.97,b1100,2.8375,1.92,b1100
1.42125,17.97,b1100,2.8425,1.4,b1100
1.42375,18.05,b1100,2.8475,1.13,b1100
1.42625,17.9,b1100,2.8525,1.4,b1100
1.42875,17.97,b1100,2.8575,1.57,b1100
1.43125,17.97,b1100,2.8625,1.48,b1100
1.43375,17.9,b1100,2.8675,1.05,b1100
1.43625,17.69,b1100,2.8725,1.66,b1100
1.43875,17.69,b1100,2.8775,1.48,b1100
1.44125,17.97,b1100,2.8825,1.92,b1100
1.44375,17.83,b1100,2.8875,1.4,b1100
1.44625,17.62,b1100,2.8925,1.83,b1100
1.44875,17.62,b1100,2.8975,1.31,b1100
1.45125,17.69,b1100,2.9025,1.92,b1100
1.45375,17.69,b1100,2.9075,2.18,b1100
1.45625,17.69,b1100,2.9125,2.62,b1100
1.45875,17.69,b1100,2.9175,2.1,b1100
1.46125,17.69,b1100,2.9225,1.48,b1100
1.46375,17.62,b1100,2.9275,1.4,b1100
1.46625,17.62,b1100,2.9325,1.48,b1100
1.46875,17.69,b1100,2.9375,1.75,b1100
1.47125,17.62,b1100,2.9425,1.83,b1100
1.47375,17.69,b1100,2.9475,2.1,b1100
1.47625,17.69,b1100,2.9525,1.4,b1100
1.47875,17.76,b1100,2.9575,1.75,b1100
1.48125,17.76,b1100,2.9625,0.35,b1100
1.48375,17.62,b1100,2.9675,1.92,b1100
1.48625,17.55,b1100,2.9725,1.13,b1100
1.48875,17.55,b1100,2.9775,1.4,b1100
1.49125,17.55,b1100,2.9825,1.4,b1100
1.49375,17.55,b1100,2.9875,1.75,b1100
1.49625,17.48,b1100,2.9925,1.75,b1100
1.49875,17.48,b1100,2.9975,1.05,b1100
1.50125,17.48,b1100,3.0025,1.75,b1100
1.50375,17.55,b1100,3.0075,0.78,b1100
1.50625,17.55,b1100,3.0125,2.1,b1100
1.50875,17.48,b1100,3.0175,1.57,b1100
1.51125,17.55,b1100,3.0225,2.1,b1100
1.51375,17.41,b1100,3.0275,1.92,b1100
1.51625,17.41,b1100,3.0325,2.1,b1100
1.51875,17.27,b1100,3.0375,1.66,b1100
1.52125,17.2,b1100,3.0425,1.83,b1100
1.52375,17.34,b1100,3.0475,1.4,b1100
1.52625,17.27,b1100,3.0525,1.22,b1100
1.52875,17.27,b1100,3.0575,1.4,b1100
1.53125,17.27,b1100,3.0625,1.22,b1100
1.53375,17.2,b1100,3.0675,1.75,b1100
1.53625,17.27,b1100,3.0725,1.22,b1100
1.53875,17.34,b1100,3.0775,1.66,b1100
1.54125,17.2,b1100,3.0825,1.4,b1100
1.54375,17.2,b1100,3.0875,1.66,b1100
1.54625,17.34,b1100,3.0925,2.1,b1100
1.54875,17.2,b1100,3.0975,1.48,b1100
1.55125,17.27,b1100,3.1025,1.83,b1100
1.55375,17.27,b1100,3.1075,1.75,b1100
1.55625,17.13,b1100,3.1125,1.4,b1100
1.55875,16.99,b1100,3.1175,1.4,b1100
1.56125,17.13,b1100,3.1225,1.4,b1100
1.56375,17.2,b1100,3.1275,1.66,b1100
1.56625,17.06,b1100,3.1325,0.96,b1100
1.56875,17.13,b1100,3.1375,1.66,b1100
1.57125,17.13,b1100,3.1425,1.92,b1100
1.57375,17.06,b1100,3.1475,1.75,b1100
1.57625,16.99,b1100,3.1525,1.75,b1100
1.57875,17.06,b1100,3.1575,1.57,b1100
1.58125,17.06,b1100,3.1625,1.92,b1100
1.58375,16.99,b1100,3.1675,1.48,b1100
1.58625,16.92,b1100,3.1725,1.57,b1100
1.58875,17.06,b1100,3.1775,1.75,b1100
1.59125,16.92,b1100,3.1825,1.75,b1100
1.59375,16.99,b1100,3.1875,1.48,b1100
1.59625,16.99,b1100,3.1925,1.48,b1100
1.59875,16.99,b1100,3.1975,1.57,b1100
1.60125,16.85,b1100,3.2025,1.05,b1100
1.60375,16.92,b1100,3.2075,1.75,b1100
1.60625,16.92,b1100,3.2125,1.75,b1100
1.60875,16.92,b1100,3.2175,1.57,b1100
1.61125,16.78,b1100,3.2225,1.57,b1100
1.61375,16.78,b1100,3.2275,1.57,b1100
1.61625,16.71,b1100,3.2325,0.96,b1100
1.61875,16.64,b1100,3.2375,1.22,b1100
1.62125,16.64,b1100,3.2425,1.22,b1100
1.62375,16.71,b1100,3.2475,0.7,b1100
1.62625,16.71,b1100,3.2525,1.75,b1100
1.62875,16.71,b1100,3.2575,1.92,b1100
1.63125,16.71,b1100,3.2625,1.75,b1100
1.63375,16.64,b1100,3.2675,2.1,b1100
1.63625,16.57,b1100,3.2725,1.92,b1100
1.63875,16.64,b1100,3.2775,2.1,b1100
1.64125,16.64,b1100,3.2825,1.75,b1110
1.64375,16.64,b1100,3.2875,2.1,b1110
1.64625,16.71,b1100,3.2925,1.48,b1110
1.64875,16.64,b1100,3.2975,0.7,b1110
1.65125,16.57,b1100,3.3025,1.75,b1110
1.65375,16.5,b1100,3.3075,1.13,b1110
1.65625,16.36,b1100,3.3125,0.78,b1110
1.65875,16.29,b1100,3.3175,0.7,b1110
1.66125,16.36,b1100,3.3225,1.4,b1110
1.66375,16.36,b1100,3.3275,2.36,b1110
1.66625,16.5,b1100,3.3325,1.57,b1110
1.66875,16.36,b1100,3.3375,1.48,b1110
1.67125,16.36,b1100,3.3425,1.75,b1110
1.67375,16.5,b1100,3.3475,1.4,b1110
1.67625,16.43,b1100,3.3525,2.1,b1110
1.67875,16.36,b1100,3.3575,1.57,b1110
1.68125,16.36,b1100,3.3625,1.22,b1110
1.68375,16.29,b1100,3.3675,0.52,b1110
1.68625,16.36,b1100,3.3725,0.7,b1110
1.68875,16.29,b1100,3.3775,1.92,b1110
1.69125,16.36,b1100,3.3825,1.22,b1110
1.69375,16.29,b1100,3.3875,1.22,b1110
1.69625,16.36,b1100,3.3925,1.4,b1110
1.69875,16.22,b1100,3.3975,1.75,b1110
1.70125,16.36,b1100,3.4025,1.57,b1110
1.70375,16.43,b1100,3.4075,2.36,b1110
1.70625,16.15,b1100,3.4125,2.18,b1110
1.70875,16.08,b1100,3.4175,1.22,b1110
1.71125,16.15,b1100,3.4225,2.8,b1110
1.71375,16.01,b1100,3.4275,1.4,b1110
1.71625,16.08,b1100,3.4325,0.96,b1110
1.71875,16.08,b1100,3.4375,1.48,b1110
1.72125,16.08,b1100,3.4425,1.48,b1110
1.72375,16.01,b1100,3.4475,0.96,b1110
1.72625,16.22,b1100,3.4525,1.05,b1110
1.72875,15.86,b1100,3.4575,0.96,b1110
1.73125,15.72,b1100,3.4625,1.05,b1110
1.73375,15.94,b1100,3.4675,1.4,b1110
1.73625,16.08,b1100,3.4725,1.4,b1110
1.73875,15.58,b1100,3.4775,1.4,b1110
1.74125,15.51,b1100,3.4825,1.48,b1110
1.74375,15.65,b1100,3.4875,1.22,b1110
1.74625,15.58,b1100,3.4925,1.05,b1110
1.74875,15.51,b1100,3.4975,1.4,b1110
1.75125,15.58,b1100,3.5025,1.4,b1110
1.75375,15.79,b1100,3.5075,0.26,b1110
1.75625,15.58,b1100,3.5125,0.17,b1110
1.75875,15.58,b1100,3.5175,1.13,b1110
1.76125,15.51,b1100,3.5225,1.83,b1110
1.76375,15.51,b1100,3.5275,1.05,b1110
1.76625,15.58,b1100,3.5325,0.87,b1110
1.76875,15.51,b1100,3.5375,1.92,b1110
1.77125,15.51,b1100,3.5425,1.48,b1110
1.77375,15.44,b1100,3.5475,1.22,b1110
1.77625,15.37,b1100,3.5525,0.96,b1110
1.77875,15.23,b1100,3.5575,1.4,b1110
1.78125,15.37,b1100,3.5625,0.61,b1110
1.78375,15.02,b1100,3.5675,0.87,b1110
1.78625,15.02,b1100,3.5725,0.52,b1110
1.78875,14.95,b1100,3.5775,0.87,b1110
1.79125,14.95,b1100,3.5825,1.22,b1110
1.79375,14.95,b1100,3.5875,1.13,b1110
1.79625,14.88,b1100,3.5925,1.05,b1110
1.79875,14.81,b1100,3.5975,1.22,b1110
1.80125,14.74,b1100,3.6025,1.13,b1110
1.80375,14.74,b1100,3.6075,1.57,b1110
1.80625,14.53,b1100,3.6125,1.4,b1110
1.80875,14.39,b1100,3.6175,1.22,b1110
1.81125,14.6,b1100,3.6225,1.13,b1110
1.81375,14.39,b1100,3.6275,1.05,b1110
1.81625,14.46,b1100,3.6325,0.78,b1110
1.81875,14.6,b1100,3.6375,1.05,b1110
1.82125,14.53,b1100,3.6425,0.96,b1110
1.82375,14.46,b1100,3.6475,0.96,b1110
1.82625,14.25,b1100,3.6525,0.43,b1110
1.82875,14.18,b1100,3.6575,1.05,b1110
1.83125,14.11,b1100,3.6625,1.05,b1110
1.83375,14.04,b1100,3.6675,0.87,b1110
1.83625,14.11,b1100,3.6725,0.87,b1110
1.83875,13.97,b1100,3.6775,0.87,b1110
1.84125,14.04,b1100,3.6825,1.13,b1110
1.84375,14.11,b1100,3.6875,0.87,b1110
1.84625,14.18,b1100,3.6925,1.05,b1110
1.84875,13.97,b1100,3.6975,1.22,b1110
1.85125,13.9,b1100,3.7025,1.13,b1110
1.85375,13.83,b1100,3.7075,0.78,b1110
1.85625,13.68,b1100,3.7125,0.87,b1110
1.85875,13.76,b1100,3.7175,0.96,b1110
1.86125,13.76,b1100,3.7225,0.96,b1110
1.86375,13.68,b1100,3.7275,1.05,b1110
1.86625,13.61,b1100,3.7325,0.87,b1110
1.86875,13.54,b1100,3.7375,1.4,b1110
1.87125,13.54,b1100,3.7425,0.7,b1110
1.87375,13.47,b1100,3.7475,0.96,b1110
1.87625,13.26,b1100,3.7525,0.96,b1110
1.87875,13.26,b1100,3.7575,1.13,b1110
1.88125,13.19,b1100,3.7625,0.87,b1110
1.88375,13.47,b1100,3.7675,1.22,b1110
1.88625,13.4,b1100,3.7725,0.87,b1110
1.88875,13.47,b1100,3.7775,0.96,b1110
1.89125,13.26,b1100,3.7825,1.05,b1110
1.89375,13.19,b1100,3.7875,0.87,b1110
1.89625,12.98,b1100,3.7925,1.05,b1110
1.89875,13.05,b1100,3.7975,0.87,b1110
1.90125,13.19,b1100,3.8025,1.05,b1110
1.90375,13.54,b1100,3.8075,0.78,b1110
1.90625,13.54,b1100,3.8125,0.87,b1110
1.90875,13.4,b1100,3.8175,0.7,b1110
1.91125,13.54,b1100,3.8225,1.05,b1110
1.91375,13.61,b1100,3.8275,0.7,b1110
1.91625,13.47,b1100,3.8325,0.7,b1110
1.91875,13.26,b1100,3.8375,0.96,b1110
1.92125,13.4,b1100,3.8425,0.78,b1110
1.92375,13.68,b1100,3.8475,1.05,b1110
1.92625,13.54,b1100,3.8525,0.78,b1110
1.92875,13.26,b1100,3.8575,0.96,b1110
1.93125,13.19,b1100,3.8625,0.87,b1110
1.93375,13.26,b1100,3.8675,1.05,b1110
1.93625,13.05,b1100,3.8725,1.05,b1110
1.93875,12.98,b1100,3.8775,0.87,b1110
1.94125,12.7,b1100,3.8825,0.87,b1110
1.94375,12.7,b1100,3.8875,0.87,b1110
1.94625,12.77,b1100,3.8925,1.05,b1110
1.94875,12.63,b1100,3.8975,0.78,b1110
1.95125,12.91,b1100,3.9025,0.87,b1110
1.95375,12.7,b1100,3.9075,0.7,b1110
1.95625,12.77,b1100,3.9125,0.87,b1110
1.95875,12.84,b1100,3.9175,0.87,b1110
1.96125,12.98,b1100,3.9225,0.7,b1110
1.96375,13.05,b1100,3.9275,1.05,b1110
1.96625,12.84,b1100,3.9325,0.87,b1110
1.96875,12.98,b1100,3.9375,0.7,b1110
1.97125,12.77,b1100,3.9425,0.7,b1110
1.97375,12.49,b1100,3.9475,1.05,b1110
1.97625,12.42,b1100,3.9525,0.7,b1110
1.97875,12.35,b1100,3.9575,0.96,b1110
1.98125,12.42,b1100,3.9625,0.87,b1110
1.98375,12.42,b1100,3.9675,1.05,b1110
1.98625,12.35,b1100,3.9725,0.87,b1110
1.98875,12.42,b1100,3.9775,0.7,b1110
1.99125,12.42,b1100,3.9825,0.78,b1110
1.99375,12.14,b1100,3.9875,0.78,b1110
1.99625,12.07,b1100,3.9925,0.78,b1110
1.99875,12.28,b1100,3.9975,0.87,b1110
2.00125,12.21,b1100,4.0025,0.7,b1110
2.00375,12.21,b1100,4.0075,0.78,b1110
2.00625,12.42,b1100,4.0125,0.87,b1110
2.00875,12.42,b1100,4.0175,0.78,b1110
2.01125,12.35,b1100,4.0225,1.05,b1110
2.01375,12.35,b1100,4.0275,0.7,b1110
2.01625,12.14,b1100,4.0325,0.43,b1110
2.01875,12.07,b1100,4.0375,0.78,b1110
2.02125,12.07,b1100,4.0425,0.7,b1110
2.02375,12.14,b1100,4.0475,0.87,b1110
2.02625,12.28,b1100,4.0525,0.7,b1110
2.02875,12.28,b1100,4.0575,0.78,b1110
2.03125,12.21,b1100,4.0625,0.7,b1110
2.03375,12.28,b1100,4.0675,1.05,b1110
2.03625,12.14,b1100,4.0725,0.87,b1110
2.03875,11.93,b1100,4.0775,0.87,b1110
2.04125,11.86,b1100,4.0825,0.87,b1110
2.04375,11.86,b1100,4.0875,1.05,b1110
2.04625,11.86,b1100,4.0925,1.05,b1110
2.04875,11.65,b1100,4.0975,0.87,b1110
2.05125,11.43,b1100,4.1025,0.87,b1110
2.05375,11.57,b1100,4.1075,1.05,b1110
2.05625,11.86,b1100,4.1125,0.7,b1110
2.05875,11.86,b1100,4.1175,1.05,b1110
2.06125,11.79,b1100,4.1225,1.05,b1110
2.06375,11.57,b1100,4.1275,0.7,b1110
2.06625,11.72,b1100,4.1325,0.7,b1110
2.06875,12.07,b1100,4.1375,0.87,b1110
2.07125,11.79,b1100,4.1425,0.7,b1110
2.07375,11.79,b1100,4.1475,0.96,b1110
2.07625,11.72,b1100,4.1525,0.78,b1110
2.07875,11.72,b1100,4.1575,0.87,b1110
2.08125,11.72,b1100,4.1625,0.52,b1110
2.08375,11.57,b1100,4.1675,0.78,b1110
2.08625,11.43,b1100,4.1725,1.4,b1110
2.08875,11.72,b1100,4.1775,0.87,b1110
2.09125,11.65,b1100,4.1825,0.35,b1110
2.09375,11.79,b1100,4.1875,1.13,b1110
2.09625,12,b1100,4.1925,0.7,b1110
2.09875,11.43,b1100,4.1975,0.7,b1110
2.10125,11.22,b1100,4.2025,0.78,b1110
2.10375,11.15,b1100,4.2075,0.87,b1110
2.10625,11.36,b1100,4.2125,0.7,b1110
2.10875,11.29,b1100,4.2175,0.7,b1110
2.11125,11.36,b1100,4.2225,1.05,b1110
2.11375,11.65,b1100,4.2275,0.7,b1110
2.11625,11.57,b1100,4.2325,0.7,b1110
2.11875,11.36,b1100,4.2375,0.7,b1110
2.12125,11.36,b1100,4.2425,0.87,b1110
2.12375,11.36,b1100,4.2475,0.7,b1110
2.12625,11.36,b1100,4.2525,0.17,b1110
2.12875,11.5,b1100,4.2575,0.52,b1110
2.13125,11.36,b1100,4.2625,0.7,b1110
2.13375,11.01,b1100,4.2675,0.7,b1110
2.13625,10.59,b1100,4.2725,0.52,b1110
2.13875,11.08,b1100,4.2775,0.7,b1110
2.14125,11.22,b1100,4.2825,1.05,b1110
2.14375,11.36,b1100,4.2875,0.78,b1110
2.14625,11.15,b1100,4.2925,0.52,b1110
2.14875,11.01,b1100,4.2975,0.7,b1110
2.15125,11.01,b1100,4.3025,0.87,b1110
2.15375,11.01,b1100,4.3075,0.87,b1110
2.15625,11.29,b1100,4.3125,0.78,b1110
2.15875,11.15,b1100,4.3175,1.22,b1110
2.16125,11.01,b1100,4.3225,0.96,b1110
2.16375,11.01,b1100,4.3275,1.05,b1110
2.16625,11.01,b1100,4.3325,0.7,b1110
2.16875,11.01,b1100,4.3375,0.7,b1110
2.17125,10.73,b1100,4.3425,0.43,b1110
2.17375,11.08,b1100,4.3475,0.43,b1110
2.17625,11.15,b1100,4.3525,0.43,b1110
2.17875,11.36,b1100,4.3575,0.7,b1110
2.18125,11.36,b1100,4.3625,0.43,b1110
2.18375,11.57,b1100,4.3675,0.87,b1110
2.18625,11.5,b1100,4.3725,0.78,b1110
2.18875,11.29,b1100,4.3775,0.43,b1110
2.19125,11.29,b1100,4.3825,0.61,b1110
2.19375,11.01,b1100,4.3875,0.87,b1110
2.19625,10.8,b1100,4.3925,0.78,b1110
2.19875,11.22,b1100,4.3975,1.13,b1110
2.20125,11.22,b1100,4.4025,0.78,b1110
2.20375,11.22,b1100,4.4075,1.22,b1110
2.20625,10.94,b1100,4.4125,0.78,b1110
2.20875,10.87,b1100,4.4175,0.52,b1110
2.21125,10.73,b1100,4.4225,0.35,b1110
2.21375,10.87,b1100,4.4275,0.7,b1110
2.21625,10.73,b1100,4.4325,0.87,b1110
2.21875,10.66,b1100,4.4375,0.52,b1110
2.22125,10.45,b1100,4.4425,0.87,b1110
2.22375,10.87,b1100,4.4475,0.7,b1110
2.22625,10.8,b1100,4.4525,0.52,b1110
2.22875,11.29,b1100,4.4575,1.13,b1110
2.23125,11.5,b1100,4.4625,1.13,b1110
2.23375,11.08,b1100,4.4675,0.52,b1110
2.23625,11.01,b1100,4.4725,0.52,b1110
2.23875,10.31,b1100,4.4775,0.87,b1110
2.24125,9.96,b1100,4.4825,0.26,b1110
2.24375,10.1,b1100,4.4875,0.7,b1110
2.24625,10.24,b1100,4.4925,0.35,b1110
2.24875,10.59,b1100,4.4975,0.35,b1110
2.25125,10.73,b1100,4.5025,0.43,b1110
2.25375,10.03,b1100,4.5075,0.43,b1110
2.25625,9.54,b1100,4.5125,0.43,b1110
2.25875,9.32,b1100,4.5175,0.7,b1110
2.26125,9.96,b1100,4.5225,0.26,b1110
2.26375,10.17,b1100,4.5275,0.35,b1110
2.26625,10.17,b1100,4.5325,0.35,b1110
2.26875,11.08,b1100,4.5375,0.96,b1110
2.27125,10.73,b1100,4.5425,0.78,b1110
2.27375,10.59,b1100,4.5475,0.7,b1110
2.27625,10.31,b1100,4.5525,0.35,b1110
2.27875,9.82,b1100,4.5575,0.7,b1110
2.28125,9.89,b1100,4.5625,0.7,b1110
2.28375,9.46,b1100,4.5675,0.7,b1110
2.28625,9.68,b1100,4.5725,0.7,b1110
2.28875,9.68,b1100,4.5775,0.7,b1110
2.29125,9.61,b1100,4.5825,0.35,b1110
2.29375,10.03,b1100,4.5875,0.52,b1110
2.29625,10.1,b1100,4.5925,0.52,b1110
2.29875,10.1,b1100,4.5975,0.7,b1110
2.30125,10.17,b1100,4.6025,0.7,b1110
2.30375,9.96,b1100,4.6075,0.96,b1110
2.30625,9.89,b1100,4.6125,0.96,b1110
2.30875,9.82,b1100,4.6175,0.7,b1110
2.31125,9.75,b1100,4.6225,0.35,b1110
2.31375,9.89,b1100,4.6275,0.17,b1110
2.31625,9.96,b1100,4.6325,0.7,b1110
2.31875,9.89,b1100,4.6375,0.78,b1110
2.32125,9.82,b1100,4.6425,0.7,b1110
2.32375,10.03,b1100,4.6475,0.52,b1110
2.32625,9.68,b1100,4.6525,0.61,b1110
2.32875,10.03,b1100,4.6575,0.7,b1110
2.33125,10.24,b1100,4.6625,0.87,b1110
2.33375,10.24,b1100,4.6675,0.87,b1110
2.33625,10.17,b1100,4.6725,0.87,b1110
2.33875,10.1,b1100,4.6775,0.78,b1110
2.34125,10.31,b1100,4.6825,0.52,b1110
2.34375,9.46,b1100,4.6875,0.43,b1110
2.34625,9.25,b1100,4.6925,0.7,b1110
2.34875,9.04,b1100,4.6975,0.52,b1110
2.35125,9.18,b1100,4.7025,0.35,b1110
2.35375,9.32,b1100,4.7075,0.52,b1110
2.35625,9.89,b1100,4.7125,0.52,b1110
2.35875,9.96,b1100,4.7175,0.87,b1110
2.36125,10.24,b1100,4.7225,0.7,b1110
2.36375,10.17,b1100,4.7275,0.7,b1110
2.36625,9.89,b1100,4.7325,0.52,b1110
2.36875,9.68,b1100,4.7375,0.87,b1110
2.37125,9.39,b1100,4.7425,0.52,b1110
2.37375,8.97,b1100,4.7475,0.35,b1110
2.37625,8.76,b1100,4.7525,0.52,b1110
2.37875,8.9,b1100,4.7575,0.35,b1110
2.38125,9.18,b1100,4.7625,0.7,b1110
2.38375,9.54,b1100,4.7675,0.26,b1110
2.38625,9.75,b1100,4.7725,0.78,b1110
2.38875,9.61,b1100,4.7775,0.35,b1110
2.39125,9.75,b1100,4.7825,0.87,b1110
2.39375,9.11,b1100,4.7875,0.17,b1110
2.39625,8.97,b1100,4.7925,0.7,b1110
2.39875,8.76,b1100,4.7975,0.35,b1110
2.40125,8.69,b1100,4.8025,0.52,b1110
2.40375,8.76,b1100,4.8075,0.17,b1110
2.40625,8.97,b1100,4.8125,0.17,b1110
2.40875,9.25,b1100,4.8175,0.26,b1110
2.41125,9.54,b1100,4.8225,0,b1110
2.41375,9.82,b1100,4.8275,0.52,b1110
2.41625,9.96,b1100,4.8325,0.52,b1110
2.41875,9.82,b1100,4.8375,0.7,b1110
2.42125,9.46,b1100,4.8425,0.35,b1110
2.42375,9.18,b1100,4.8475,0.7,b1110
2.42625,8.9,b1100,4.8525,0.7,b1110
2.42875,8.62,b1100,4.8575,0.43,b1110
2.43125,8.2,b1100,4.8625,0.61,b1110
2.43375,8.48,b1100,4.8675,0.35,b1110
2.43625,8.27,b1100,4.8725,0.35,b1110
2.43875,8.9,b1100,4.8775,0.35,b1110
2.44125,8.9,b1100,4.8825,0.35,b1110
2.44375,9.68,b1100,4.8875,0.52,b1110
2.44625,9.89,b1100,4.8925,0.52,b1110
2.44875,9.39,b1100,4.8975,0.7,b1110
2.45125,9.32,b1100,4.9025,0.43,b1110
2.45375,8.48,b1100,4.9075,0.35,b1110
2.45625,7.99,b1100,4.9125,0.43,b1110
2.45875,8.27,b1100,4.9175,0.35,b1110
2.46125,8.48,b1100,4.9225,0.08,b1110
2.46375,8.83,b1100,4.9275,0.7,b1110
2.46625,8.76,b1100,4.9325,0.52,b1110
2.46875,9.04,b1100,4.9375,0.35,b1110
2.47125,9.18,b1100,4.9425,0,b1110
2.47375,9.46,b1100,4.9475,0.43,b1110
2.47625,9.32,b1100,4.9525,0.7,b1110
2.47875,9.82,b1100,4.9575,0.43,b1110
2.48125,9.61,b1100,4.9625,0.61,b1110
2.48375,9.04,b1100,4.9675,0.35,b1110
2.48625,9.39,b1100,4.9725,-0.08,b1110
2.48875,9.25,b1100,4.9775,0.35,b1110
2.49125,9.25,b1100,4.9825,0,b1110
2.49375,8.62,b1100,4.9875,-0.08,b1110
2.49625,8.55,b1100,4.9925,0.7,b1110
2.49875,8.41,b1100,4.9975,0.43,b1110
2.50125,7.99,b1100,5.0025,0.26,b1110
2.50375,8.2,b1100,5.0075,0.35,b1110
2.50625,8.06,b1100,5.0125,0.35,b1110
2.50875,8.06,b1100,5.0175,0.17,b1110
2.51125,8.13,b1100,5.0225,0.43,b1110
2.51375,8.2,b1100,5.0275,0.35,b1110
2.51625,8.13,b1100,5.0325,0.52,b1110
2.51875,8.48,b1100,5.0375,0.43,b1110
2.52125,8.62,b1100,5.0425,0.17,b1110
2.52375,8.83,b1100,5.0475,0.52,b1110
2.52625,8.62,b1100,5.0525,0.7,b1110
2.52875,8.76,b1100,5.0575,0.87,b1110
2.53125,8.62,b1100,5.0625,0.35,b1110
2.53375,8.69,b1100,5.0675,0.7,b1110
2.53625,8.69,b1100,5.0725,0.52,b1110
2.53875,8.41,b1100,5.0775,0.17,b1110
2.54125,8.34,b1100,5.0825,0.52,b1110
2.54375,8.2,b1100,5.0875,0.17,b1110
2.54625,8.34,b1100,5.0925,0.26,b1110
2.54875,8.41,b1100,5.0975,0,b1110
2.55125,8.41,b1100,5.1025,0.52,b1110
2.55375,8.41,b1100,5.1075,0.08,b1110
2.55625,7.85,b1100,5.1125,0.17,b1110
2.55875,7.92,b1100,5.1175,0.17,b1110
2.56125,8.13,b1100,5.1225,0.35,b1110
2.56375,8.13,b1100,5.1275,0.26,b1110
2.56625,7.85,b1100,5.1325,0.26,b1110
2.56875,7.92,b1100,5.1375,0.52,b1110
2.57125,8.13,b1100,5.1425,0.17,b1110
2.57375,7.99,b1100,5.1475,0.35,b1110
2.57625,7.92,b1100,5.1525,0.43,b1110
2.57875,8.2,b1100,5.1575,0.87,b1110
2.58125,8.55,b1100,5.1625,0.7,b1110
2.58375,8.48,b1100,5.1675,0.17,b1110
2.58625,8.13,b1100,5.1725,0.52,b1110
2.58875,8.62,b1100,5.1775,0.52,b1110
2.59125,8.69,b1100,5.1825,0.52,b1110
2.59375,8.62,b1100,5.1875,0.35,b1110
2.59625,8.41,b1100,5.1925,0.7,b1110
2.59875,8.06,b1100,5.1975,0.7,b1110
2.60125,7.78,b1100,5.2025,0,b1110
2.60375,8.27,b1100,5.2075,0.26,b1110
2.60625,8.27,b1100,5.2125,0.7,b1110
2.60875,7.92,b1100,5.2175,0.52,b1110
2.61125,8.13,b1100,5.2225,0.08,b1110
2.61375,7.99,b1100,5.2275,0.17,b1110
2.61625,8.2,b1100,5.2325,0.35,b1110
2.61875,8.06,b1100,5.2375,0.17,b1110
2.62125,7.78,b1100,5.2425,0.35,b1110
2.62375,7.85,b1100,5.2475,0.26,b1110
2.62625,7.99,b1100,5.2525,0.43,b1110
2.62875,7.71,b1100,5.2575,0.35,b1110
2.63125,7.43,b1100,5.2625,0.43,b1110
2.63375,7.14,b1100,5.2675,0.52,b1110
2.63625,7.21,b1100,5.2725,0.7,b1110
2.63875,7.85,b1100,5.2775,0.35,b1110
2.64125,7.85,b1100,5.2825,0.52,b1110
2.64375,7.5,b1100,5.2875,0.35,b1110
2.64625,7.43,b1100,5.2925,0.52,b1110
