Time@Axial Accel (Gs),Axial Accel (Gs),bILBA,Time@Lateral Accel (Gs),Lateral Accel (Gs),bILBA
188.774,-0.37,b1111,,
188.776,-0.23,b1111,,
188.779,-0.37,b1111,,
188.781,-0.37,b1111,,
188.784,-0.37,b1111,,
188.786,-0.37,b1111,,
188.789,-0.65,b1111,,
188.791,-0.51,b1111,,
188.794,-1,b1111,,
188.796,-0.93,b1111,,
188.799,-0.86,b1111,,
188.801,-0.86,b1111,,
188.804,-1.07,b1111,,
188.806,-1,b1111,,
188.809,-1.07,b1111,,
188.811,-1.07,b1111,,
188.814,-1,b1111,,
188.816,-1.07,b1111,,
188.819,-0.93,b1111,,
188.821,-1.07,b1111,,
188.824,-1.14,b1111,,
188.826,-1.07,b1111,,
188.829,-1.22,b1111,,
188.831,-1.07,b1111,,
188.834,-1.07,b1111,,
188.836,-1.14,b1111,,
188.839,-1.07,b1111,,
188.841,-1.14,b1111,,
188.844,-1.29,b1111,,
188.846,-1.14,b1111,,
188.849,-1.29,b1111,,
188.851,-1.22,b1111,,
188.854,-1.14,b1111,,
188.856,-1.14,b1111,,
188.859,-1.14,b1111,,
188.861,-1.22,b1111,,
188.864,-1.14,b1111,,
188.866,-1.22,b1111,,
188.869,-1.07,b1111,,
188.871,-1.14,b1111,,
188.874,-1.14,b1111,,
188.876,-1.14,b1111,,
188.879,-1.14,b1111,,
188.881,-1.22,b1111,,
188.884,-1.29,b1111,,
188.886,-1.22,b1111,,
188.889,-1.22,b1111,,
188.891,-1.22,b1111,,
188.894,-1.22,b1111,,
188.896,-1.22,b1111,,
188.899,-1.29,b1111,,
188.901,-1.22,b1111,,
188.904,-1.22,b1111,,
188.906,-1.29,b1111,,
188.909,-1.29,b1111,,
188.911,-1.22,b1111,,
188.914,-1.29,b1111,,
188.916,-1.22,b1111,,
188.919,-1.22,b1111,,
188.921,-1.29,b1111,,
188.924,-1.29,b1111,,
188.926,-1.29,b1111,,
188.929,-1.22,b1111,,
188.931,-1.22,b1111,,
188.934,-1.14,b1111,,
188.936,-1.14,b1111,,
188.939,-1.22,b1111,,
188.941,-1.22,b1111,,
188.944,-1.07,b1111,,
188.946,-1.14,b1111,,
188.949,-1.29,b1111,,
188.951,-1.36,b1111,,
188.954,-1.22,b1111,,
188.956,-1.14,b1111,,
188.959,-1.14,b1111,,
188.961,-1.07,b1111,,
188.964,-1.07,b1111,,
188.966,-0.37,b1111,,
188.969,-1,b1111,,
188.971,-0.65,b1111,,
188.974,-1,b1111,,
188.976,-1,b1111,,
188.979,-1,b1111,,
188.981,-0.93,b1111,,
188.984,-1,b1111,,
188.986,-0.86,b1111,,
188.989,-0.86,b1111,,
188.991,-0.79,b1111,,
188.994,-0.37,b1111,,
188.996,-0.51,b1111,,
188.999,-0.23,b1111,,
189.001,-0.51,b1111,,
189.004,-0.37,b1111,,
189.006,-0.37,b1111,,
189.009,-0.16,b1111,,
189.011,-0.23,b1111,,
189.014,-0.09,b1111,,
189.016,-0.16,b1111,,
189.019,-0.02,b1111,,
189.021,-0.09,b1111,,
189.024,-0.09,b1111,,
189.026,-0.02,b1111,,
189.029,0.05,b1111,,
189.031,-0.09,b1111,,
189.034,0.05,b1111,,
189.036,0.05,b1111,,
189.039,0.12,b1111,,
189.041,0.19,b1111,,
189.044,0.19,b1111,,
189.046,0.26,b1111,,
189.049,0.26,b1111,,
189.051,0.33,b1111,,
189.054,0.33,b1111,,
189.056,0.33,b1111,,
189.059,0.4,b1111,,
189.061,0.47,b1111,,
189.064,0.4,b1111,,
189.066,0.54,b1111,,
189.069,0.54,b1111,,
189.071,0.54,b1111,,
189.074,0.61,b1111,,
189.076,0.61,b1111,,
189.079,0.68,b1111,,
189.081,0.82,b1111,,
189.084,0.82,b1111,,
189.086,0.89,b1111,,
189.089,0.89,b1111,,
189.091,0.89,b1111,,
189.094,0.89,b1111,,
189.096,0.89,b1111,,
189.099,1.1,b1111,,
189.101,1.1,b1111,,
189.104,1.1,b1111,,
189.106,1.17,b1111,,
189.109,1.17,b1111,,
189.111,1.24,b1111,,
189.114,1.17,b1111,,
189.116,1.24,b1111,,
189.119,1.45,b1111,,
189.121,1.45,b1111,,
189.124,1.45,b1111,,
189.126,1.45,b1111,,
189.129,1.59,b1111,,
189.131,1.73,b1111,,
189.134,1.87,b1111,,
189.136,1.94,b1111,,
189.139,1.87,b1111,,
189.141,1.94,b1111,,
189.144,1.94,b1111,,
189.146,2.01,b1111,,
189.149,1.94,b1111,,
189.151,1.94,b1111,,
189.154,1.94,b1111,,
189.156,2.01,b1111,,
189.159,2.01,b1111,,
189.161,2.08,b1111,,
189.164,2.08,b1111,,
189.166,2.08,b1111,,
189.169,2.15,b1111,,
189.171,2.22,b1111,,
189.174,2.08,b1111,,
189.176,2.22,b1111,,
189.179,2.22,b1111,,
189.181,2.29,b1111,,
189.184,2.22,b1111,,
189.186,2.22,b1111,,
189.189,2.22,b1111,,
189.191,2.29,b1111,,
189.194,2.29,b1111,,
189.196,2.36,b1111,,
189.199,2.29,b1111,,
189.201,2.5,b1111,,
189.204,2.36,b1111,,
189.206,2.43,b1111,,
189.209,2.43,b1111,,
189.211,2.36,b1111,,
189.214,2.36,b1111,,
189.216,2.36,b1111,,
189.219,2.36,b1111,,
189.221,2.29,b1111,,
189.224,2.36,b1111,,
189.226,2.36,b1111,,
189.229,2.29,b1111,,
189.231,2.22,b1111,,
189.234,2.22,b1111,,
189.236,2.15,b1111,,
189.239,2.22,b1111,,
189.241,2.08,b1111,,
189.244,2.01,b1111,,
189.246,2.01,b1111,,
189.249,2.01,b1111,,
189.251,2.01,b1111,,
189.254,2.01,b1111,,
189.256,1.94,b1111,,
189.259,2.01,b1111,,
189.261,1.94,b1111,,
189.264,1.94,b1111,,
189.266,1.59,b1111,,
189.269,1.59,b1111,,
189.271,1.45,b1111,,
189.274,1.45,b1111,,
189.276,1.45,b1111,,
189.279,1.52,b1111,,
189.281,1.45,b1111,,
189.284,1.45,b1111,,
189.286,1.31,b1111,,
189.289,1.24,b1111,,
189.291,1.17,b1111,,
189.294,1.1,b1111,,
189.296,1.17,b1111,,
189.299,1.03,b1111,,
189.301,1.03,b1111,,
189.304,0.89,b1111,,
189.306,0.89,b1111,,
189.309,1.17,b1111,,
189.311,0.75,b1111,,
189.314,0.82,b1111,,
189.316,0.61,b1111,,
189.319,0.61,b1111,,
189.321,0.61,b1111,,
189.324,0.75,b1111,,
189.326,0.4,b1111,,
189.329,0.47,b1111,,
189.331,0.47,b1111,,
189.334,0.33,b1111,,
189.336,0.4,b1111,,
189.339,0.26,b1111,,
189.341,0.19,b1111,,
189.344,0.12,b1111,,
189.346,0.05,b1111,,
189.349,0.05,b1111,,
189.351,0.05,b1111,,
189.354,-0.02,b1111,,
189.356,-0.02,b1111,,
189.359,-0.02,b1111,,
189.361,-0.02,b1111,,
189.364,0.05,b1111,,
189.366,-0.09,b1111,,
189.369,-0.09,b1111,,
189.371,-0.16,b1111,,
189.374,-0.16,b1111,,
189.376,-0.16,b1111,,
189.379,-0.16,b1111,,
189.381,-0.23,b1111,,
189.384,-0.37,b1111,,
189.386,-0.37,b1111,,
189.389,-0.51,b1111,,
189.391,-0.51,b1111,,
189.394,-0.79,b1111,,
189.396,-0.86,b1111,,
189.399,-0.93,b1111,,
189.401,-0.93,b1111,,
189.404,-0.93,b1111,,
189.406,-1,b1111,,
189.409,-1.07,b1111,,
189.411,-1.07,b1111,,
189.414,-1.07,b1111,,
189.416,-1.14,b1111,,
189.419,-1.07,b1111,,
189.421,-1.14,b1111,,
189.424,-1.14,b1111,,
189.426,-1.07,b1111,,
189.429,-1.07,b1111,,
189.431,-1.14,b1111,,
189.434,-1.22,b1111,,
189.436,-1.07,b1111,,
189.439,-1.14,b1111,,
189.441,-1.29,b1111,,
189.444,-1.22,b1111,,
189.446,-1.29,b1111,,
189.449,-1.22,b1111,,
189.451,-1.07,b1111,,
189.454,-1.22,b1111,,
189.456,-1.29,b1111,,
189.459,-1.36,b1111,,
189.461,-1.36,b1111,,
189.464,-1.36,b1111,,
189.466,-1.36,b1111,,
189.469,-1.36,b1111,,
189.471,-1.43,b1111,,
189.474,-1.36,b1111,,
189.476,-1.36,b1111,,
189.479,-1.43,b1111,,
189.481,-1.43,b1111,,
189.484,-1.36,b1111,,
189.486,-1.36,b1111,,
189.489,-1.5,b1111,,
189.491,-1.36,b1111,,
189.494,-1.43,b1111,,
189.496,-1.43,b1111,,
189.499,-1.5,b1111,,
189.501,-1.43,b1111,,
189.504,-1.43,b1111,,
189.506,-1.43,b1111,,
189.509,-1.43,b1111,,
189.511,-1.43,b1111,,
189.514,-1.36,b1111,,
189.516,-1.36,b1111,,
189.519,-1.36,b1111,,
189.521,-1.29,b1111,,
189.524,-1.36,b1111,,
189.526,-1.43,b1111,,
189.529,-1.36,b1111,,
189.531,-1.36,b1111,,
189.534,-1.29,b1111,,
189.536,-1.43,b1111,,
189.539,-1.14,b1111,,
189.541,-1.29,b1111,,
189.544,-1.29,b1111,,
189.546,-1.36,b1111,,
189.549,-1.22,b1111,,
189.551,-1.22,b1111,,
189.554,-1.22,b1111,,
189.556,-1.14,b1111,,
189.559,-1.14,b1111,,
189.561,-1.07,b1111,,
189.564,-1.07,b1111,,
189.566,-1.14,b1111,,
189.569,-1.07,b1111,,
189.571,-1.07,b1111,,
189.574,-1.07,b1111,,
189.576,-1.07,b1111,,
189.579,-1.07,b1111,,
189.581,-1.07,b1111,,
189.584,-1.07,b1111,,
189.586,-1.07,b1111,,
189.589,-1,b1111,,
189.591,-1,b1111,,
189.594,-1,b1111,,
189.596,-0.93,b1111,,
189.599,-0.86,b1111,,
189.601,-0.51,b1111,,
189.604,-0.86,b1111,,
189.606,-0.86,b1111,,
189.609,-0.65,b1111,,
189.611,-0.65,b1111,,
189.614,-0.23,b1111,,
189.616,-0.23,b1111,,
189.619,-0.23,b1111,,
189.621,-0.09,b1111,,
189.624,-0.02,b1111,,
189.626,-0.09,b1111,,
189.629,-0.09,b1111,,
189.631,-0.09,b1111,,
189.634,-0.02,b1111,,
189.636,-0.02,b1111,,
189.639,0.05,b1111,,
189.641,0.05,b1111,,
189.644,0.05,b1111,,
189.646,0.05,b1111,,
189.649,0.05,b1111,,
189.651,0.05,b1111,,
189.654,0.12,b1111,,
189.656,0.19,b1111,,
189.659,0.12,b1111,,
189.661,0.19,b1111,,
189.664,0.19,b1111,,
189.666,0.26,b1111,,
189.669,0.33,b1111,,
189.671,0.33,b1111,,
189.674,0.33,b1111,,
189.676,0.33,b1111,,
189.679,0.4,b1111,,
189.681,0.54,b1111,,
189.684,0.47,b1111,,
189.686,0.54,b1111,,
189.689,0.54,b1111,,
189.691,0.68,b1111,,
189.694,0.75,b1111,,
189.696,0.82,b1111,,
189.699,0.75,b1111,,
189.701,0.61,b1111,,
189.704,0.68,b1111,,
189.706,0.82,b1111,,
189.709,0.61,b1111,,
189.711,0.82,b1111,,
189.714,0.89,b1111,,
189.716,0.89,b1111,,
189.719,0.89,b1111,,
189.721,0.89,b1111,,
189.724,0.89,b1111,,
189.726,0.89,b1111,,
189.729,0.89,b1111,,
189.731,0.89,b1111,,
189.734,0.89,b1111,,
189.736,0.96,b1111,,
189.739,0.96,b1111,,
189.741,1.1,b1111,,
189.744,1.03,b1111,,
189.746,1.17,b1111,,
189.749,1.17,b1111,,
189.751,1.17,b1111,,
189.754,1.17,b1111,,
189.756,1.17,b1111,,
189.759,1.17,b1111,,
189.761,1.17,b1111,,
189.764,1.17,b1111,,
189.766,1.24,b1111,,
189.769,1.24,b1111,,
189.771,1.24,b1111,,
189.774,1.31,b1111,,
189.776,1.31,b1111,,
189.779,1.31,b1111,,
189.781,1.45,b1111,,
189.784,1.45,b1111,,
189.786,1.38,b1111,,
189.789,1.45,b1111,,
189.791,1.45,b1111,,
189.794,1.45,b1111,,
189.796,1.45,b1111,,
189.799,1.45,b1111,,
189.801,1.52,b1111,,
189.804,1.52,b1111,,
189.806,1.45,b1111,,
189.809,1.59,b1111,,
189.811,1.52,b1111,,
189.814,1.52,b1111,,
189.816,1.66,b1111,,
189.819,1.52,b1111,,
189.821,1.52,b1111,,
189.824,1.52,b1111,,
189.826,1.45,b1111,,
189.829,1.45,b1111,,
189.831,1.45,b1111,,
189.834,1.45,b1111,,
189.836,1.45,b1111,,
189.839,1.45,b1111,,
189.841,1.45,b1111,,
189.844,1.45,b1111,,
189.846,1.38,b1111,,
189.849,1.31,b1111,,
189.851,1.24,b1111,,
189.854,1.38,b1111,,
189.856,1.38,b1111,,
189.859,1.38,b1111,,
189.861,1.24,b1111,,
189.864,1.24,b1111,,
189.866,1.31,b1111,,
189.869,1.24,b1111,,
189.871,1.24,b1111,,
189.874,1.17,b1111,,
189.876,1.17,b1111,,
189.879,1.17,b1111,,
189.881,1.24,b1111,,
189.884,1.24,b1111,,
189.886,1.1,b1111,,
189.889,1.1,b1111,,
189.891,0.89,b1111,,
189.894,1.1,b1111,,
189.896,0.89,b1111,,
189.899,0.89,b1111,,
189.901,0.89,b1111,,
189.904,0.89,b1111,,
189.906,0.82,b1111,,
189.909,0.89,b1111,,
189.911,0.82,b1111,,
189.914,0.82,b1111,,
189.916,0.61,b1111,,
189.919,0.68,b1111,,
189.921,0.61,b1111,,
189.924,0.61,b1111,,
189.926,0.61,b1111,,
189.929,0.61,b1111,,
189.931,0.54,b1111,,
189.934,0.54,b1111,,
189.936,0.4,b1111,,
189.939,0.4,b1111,,
189.941,0.33,b1111,,
189.944,0.33,b1111,,
189.946,0.19,b1111,,
189.949,0.19,b1111,,
189.951,0.19,b1111,,
189.954,0.19,b1111,,
189.956,0.19,b1111,,
189.959,0.12,b1111,,
189.961,0.12,b1111,,
189.964,0.05,b1111,,
189.966,0.05,b1111,,
189.969,-0.02,b1111,,
189.971,-0.02,b1111,,
189.974,-0.02,b1111,,
189.976,-0.09,b1111,,
189.979,-0.02,b1111,,
189.981,-0.09,b1111,,
189.984,-0.09,b1111,,
189.986,-0.23,b1111,,
189.989,-0.23,b1111,,
189.991,-0.23,b1111,,
189.994,-0.23,b1111,,
189.996,-0.3,b1111,,
189.999,-0.86,b1111,,
190.001,-0.65,b1111,,
190.004,-0.93,b1111,,
190.006,-0.72,b1111,,
190.009,-0.93,b1111,,
190.011,-0.58,b1111,,
190.014,-0.86,b1111,,
190.016,-0.86,b1111,,
190.019,-0.93,b1111,,
190.021,-1.07,b1111,,
190.024,-0.93,b1111,,
190.026,-0.93,b1111,,
190.029,-1,b1111,,
190.031,-1.07,b1111,,
190.034,-1.07,b1111,,
190.036,-1.14,b1111,,
190.039,-1,b1111,,
190.041,-1.07,b1111,,
190.044,-1.07,b1111,,
190.046,-1.14,b1111,,
190.049,-1.22,b1111,,
190.051,-1.22,b1111,,
190.054,-1.29,b1111,,
190.056,-1.36,b1111,,
190.059,-1.36,b1111,,
190.061,-1.29,b1111,,
190.064,-1.29,b1111,,
190.066,-1.36,b1111,,
190.069,-1.36,b1111,,
190.071,-1.29,b1111,,
190.074,-1.36,b1111,,
190.076,-1.36,b1111,,
190.079,-1.36,b1111,,
190.081,-1.43,b1111,,
190.084,-1.43,b1111,,
190.086,-1.43,b1111,,
190.089,-1.5,b1111,,
190.091,-1.43,b1111,,
190.094,-1.43,b1111,,
190.096,-1.5,b1111,,
190.099,-1.36,b1111,,
190.101,-1.43,b1111,,
190.104,-1.36,b1111,,
190.106,-1.36,b1111,,
190.109,-1.36,b1111,,
190.111,-1.36,b1111,,
190.114,-1.43,b1111,,
190.116,-1.43,b1111,,
190.119,-1.43,b1111,,
190.121,-1.43,b1111,,
190.124,-1.36,b1111,,
190.126,-1.36,b1111,,
190.129,-1.36,b1111,,
190.131,-1.36,b1111,,
190.134,-1.36,b1111,,
190.136,-1.36,b1111,,
190.139,-1.36,b1111,,
190.141,-1.36,b1111,,
190.144,-1.43,b1111,,
190.146,-1.43,b1111,,
190.149,-1.36,b1111,,
190.151,-1.64,b1111,,
190.154,-1.43,b1111,,
190.156,-1.5,b1111,,
190.159,-1.36,b1111,,
190.161,-1.36,b1111,,
190.164,-1.36,b1111,,
190.166,-1.22,b1111,,
190.169,-1.22,b1111,,
190.171,-1.14,b1111,,
190.174,-1.07,b1111,,
190.176,-1.14,b1111,,
190.179,-1.07,b1111,,
190.181,-1.22,b1111,,
190.184,-1.07,b1111,,
190.186,-1.07,b1111,,
190.189,-1,b1111,,
190.191,-0.93,b1111,,
190.194,-0.93,b1111,,
190.196,-1,b1111,,
190.199,-0.86,b1111,,
190.201,-0.72,b1111,,
190.204,-0.51,b1111,,
190.206,-0.65,b1111,,
190.209,-0.37,b1111,,
190.211,-0.37,b1111,,
190.214,-0.37,b1111,,
190.216,-0.23,b1111,,
190.219,-0.23,b1111,,
190.221,-0.16,b1111,,
190.224,-0.09,b1111,,
190.226,-0.09,b1111,,
190.229,-0.09,b1111,,
190.231,-0.02,b1111,,
190.234,0.05,b1111,,
190.236,0.05,b1111,,
190.239,0.05,b1111,,
190.241,0.12,b1111,,
190.244,0.19,b1111,,
190.246,0.19,b1111,,
190.249,0.19,b1111,,
190.251,0.26,b1111,,
190.254,0.19,b1111,,
190.256,0.19,b1111,,
190.259,0.33,b1111,,
190.261,0.33,b1111,,
190.264,0.33,b1111,,
190.266,0.33,b1111,,
190.269,0.33,b1111,,
190.271,0.4,b1111,,
190.274,0.47,b1111,,
190.276,0.54,b1111,,
190.279,0.54,b1111,,
190.281,0.61,b1111,,
190.284,0.61,b1111,,
190.286,0.68,b1111,,
190.289,0.61,b1111,,
190.291,0.75,b1111,,
190.294,0.82,b1111,,
190.296,0.82,b1111,,
190.299,0.89,b1111,,
190.301,1.03,b1111,,
190.304,1.03,b1111,,
190.306,0.96,b1111,,
190.309,0.96,b1111,,
190.311,1.1,b1111,,
190.314,1.03,b1111,,
190.316,1.1,b1111,,
190.319,1.1,b1111,,
190.321,1.1,b1111,,
190.324,1.1,b1111,,
190.326,1.17,b1111,,
190.329,1.17,b1111,,
190.331,1.17,b1111,,
190.334,1.17,b1111,,
190.336,1.31,b1111,,
190.339,1.31,b1111,,
190.341,1.31,b1111,,
190.344,1.45,b1111,,
190.346,1.45,b1111,,
190.349,1.45,b1111,,
190.351,1.45,b1111,,
190.354,1.52,b1111,,
190.356,1.59,b1111,,
190.359,1.59,b1111,,
190.361,1.59,b1111,,
190.364,1.8,b1111,,
190.366,1.94,b1111,,
190.369,1.94,b1111,,
190.371,1.94,b1111,,
190.374,1.94,b1111,,
190.376,1.94,b1111,,
190.379,1.94,b1111,,
190.381,1.94,b1111,,
190.384,1.94,b1111,,
190.386,1.94,b1111,,
190.389,1.94,b1111,,
190.391,1.94,b1111,,
190.394,1.94,b1111,,
190.396,2.01,b1111,,
190.399,2.01,b1111,,
190.401,2.01,b1111,,
190.404,2.01,b1111,,
190.406,2.01,b1111,,
190.409,2.01,b1111,,
190.411,2.08,b1111,,
190.414,2.08,b1111,,
190.416,2.15,b1111,,
190.419,2.08,b1111,,
190.421,2.08,b1111,,
190.424,2.01,b1111,,
190.426,2.01,b1111,,
190.429,2.01,b1111,,
190.431,2.01,b1111,,
190.434,2.01,b1111,,
190.436,1.94,b1111,,
190.439,2.01,b1111,,
190.441,2.01,b1111,,
190.444,1.94,b1111,,
190.446,2.01,b1111,,
190.449,1.94,b1111,,
190.451,1.94,b1111,,
190.454,1.94,b1111,,
190.456,1.94,b1111,,
190.459,1.94,b1111,,
190.461,1.94,b1111,,
190.464,1.94,b1111,,
190.466,1.94,b1111,,
190.469,1.94,b1111,,
190.471,1.87,b1111,,
190.474,1.52,b1111,,
190.476,1.45,b1111,,
190.479,1.52,b1111,,
190.481,1.52,b1111,,
190.484,1.45,b1111,,
190.486,1.45,b1111,,
190.489,1.45,b1111,,
190.491,1.38,b1111,,
190.494,1.45,b1111,,
190.496,1.45,b1111,,
190.499,1.59,b1111,,
190.501,1.45,b1111,,
190.504,1.1,b1111,,
190.506,1.17,b1111,,
190.509,1.24,b1111,,
190.511,1.24,b1111,,
190.514,1.24,b1111,,
190.516,1.1,b1111,,
190.519,1.17,b1111,,
190.521,1.17,b1111,,
190.524,1.1,b1111,,
190.526,1.17,b1111,,
190.529,0.96,b1111,,
190.531,0.96,b1111,,
190.534,0.89,b1111,,
190.536,0.96,b1111,,
190.539,0.89,b1111,,
190.541,0.82,b1111,,
190.544,0.61,b1111,,
190.546,0.61,b1111,,
190.549,0.61,b1111,,
190.551,0.68,b1111,,
190.554,0.61,b1111,,
190.556,0.61,b1111,,
190.559,0.54,b1111,,
190.561,0.47,b1111,,
190.564,0.47,b1111,,
190.566,0.4,b1111,,
190.569,0.26,b1111,,
190.571,0.33,b1111,,
190.574,0.33,b1111,,
190.576,0.33,b1111,,
190.579,0.33,b1111,,
190.581,0.26,b1111,,
190.584,0.26,b1111,,
190.586,0.26,b1111,,
190.589,0.12,b1111,,
190.591,0.19,b1111,,
190.594,0.12,b1111,,
190.596,0.05,b1111,,
190.599,0.05,b1111,,
190.601,0.05,b1111,,
190.604,0.05,b1111,,
190.606,0.05,b1111,,
190.609,-0.09,b1111,,
190.611,0.05,b1111,,
190.614,0.05,b1111,,
190.616,-0.02,b1111,,
190.619,-0.09,b1111,,
190.621,-0.23,b1111,,
190.624,-0.16,b1111,,
190.626,-0.23,b1111,,
190.629,-0.23,b1111,,
190.631,-0.23,b1111,,
190.634,-0.23,b1111,,
190.636,-0.23,b1111,,
190.639,-0.23,b1111,,
190.641,-0.23,b1111,,
190.644,-0.23,b1111,,
190.646,-0.51,b1111,,
190.649,-0.86,b1111,,
190.651,-0.65,b1111,,
190.654,-0.79,b1111,,
190.656,-0.37,b1111,,
190.659,-0.93,b1111,,
190.661,-0.86,b1111,,
190.664,-0.93,b1111,,
190.666,-0.65,b1111,,
190.669,-0.93,b1111,,
190.671,-1,b1111,,
190.674,-0.23,b1111,,
190.676,-0.86,b1111,,
190.679,-0.72,b1111,,
190.681,-0.86,b1111,,
190.684,-0.86,b1111,,
190.686,-0.86,b1111,,
190.689,-0.72,b1111,,
190.691,-0.65,b1111,,
190.694,-0.86,b1111,,
190.696,-0.86,b1111,,
190.699,-0.86,b1111,,
190.701,-0.79,b1111,,
190.704,-0.65,b1111,,
190.706,-0.86,b1111,,
190.709,-0.72,b1111,,
190.711,-0.86,b1111,,
190.714,-0.93,b1111,,
190.716,-0.65,b1111,,
190.719,-0.86,b1111,,
190.721,-0.79,b1111,,
190.724,-0.79,b1111,,
190.726,-0.86,b1111,,
190.729,-0.79,b1111,,
190.731,-0.93,b1111,,
190.734,-0.86,b1111,,
190.736,-0.86,b1111,,
190.739,-0.79,b1111,,
190.741,-0.65,b1111,,
190.744,-0.93,b1111,,
190.746,-0.93,b1111,,
190.749,-0.86,b1111,,
190.751,-0.93,b1111,,
190.754,-0.93,b1111,,
190.756,-1.07,b1111,,
190.759,-0.93,b1111,,
190.761,-0.93,b1111,,
190.764,-1,b1111,,
190.766,-0.93,b1111,,
190.769,-1,b1111,,
190.771,-1.07,b1111,,
190.774,-0.93,b1111,,
190.776,-1,b1111,,
190.779,-1,b1111,,
190.781,-1,b1111,,
190.784,-1,b1111,,
190.786,-1.14,b1111,,
190.789,-1,b1111,,
190.791,-1,b1111,,
190.794,-0.93,b1111,,
190.796,-0.93,b1111,,
190.799,-1.14,b1111,,
190.801,-1.07,b1111,,
190.804,-1.07,b1111,,
190.806,-1.07,b1111,,
190.809,-1.07,b1111,,
190.811,-1.07,b1111,,
190.814,-1,b1111,,
190.816,-1.07,b1111,,
190.819,-0.86,b1111,,
190.821,-1,b1111,,
190.824,-1.14,b1111,,
190.826,-1.36,b1111,,
190.829,-0.86,b1111,,
190.831,-1,b1111,,
190.834,-1,b1111,,
190.836,-1.07,b1111,,
190.839,-1,b1111,,
190.841,-1,b1111,,
190.844,-0.58,b1111,,
190.846,-1,b1111,,
190.849,-1,b1111,,
190.851,-1,b1111,,
190.854,-0.93,b1111,,
190.856,-0.93,b1111,,
190.859,-0.51,b1111,,
190.861,-0.86,b1111,,
190.864,-0.51,b1111,,
190.866,-0.51,b1111,,
190.869,-0.65,b1111,,
190.871,-0.37,b1111,,
190.874,-0.86,b1111,,
190.876,-0.65,b1111,,
190.879,-0.37,b1111,,
190.881,-0.37,b1111,,
190.884,-0.16,b1111,,
190.886,-0.23,b1111,,
190.889,-0.37,b1111,,
190.891,-0.23,b1111,,
190.894,-0.09,b1111,,
190.896,-0.16,b1111,,
190.899,-0.09,b1111,,
190.901,-0.09,b1111,,
190.904,-0.02,b1111,,
190.906,-0.09,b1111,,
190.909,-0.02,b1111,,
190.911,0.05,b1111,,
190.914,0.05,b1111,,
190.916,0.05,b1111,,
190.919,0.05,b1111,,
190.921,0.12,b1111,,
190.924,0.12,b1111,,
190.926,0.19,b1111,,
190.929,0.19,b1111,,
190.931,0.26,b1111,,
190.934,0.33,b1111,,
190.936,0.33,b1111,,
190.939,0.33,b1111,,
190.941,0.47,b1111,,
190.944,0.61,b1111,,
190.946,0.61,b1111,,
190.949,0.61,b1111,,
190.951,0.61,b1111,,
190.954,0.75,b1111,,
190.956,0.82,b1111,,
190.959,0.82,b1111,,
190.961,0.89,b1111,,
190.964,0.89,b1111,,
190.966,1.03,b1111,,
190.969,1.03,b1111,,
190.971,1.1,b1111,,
190.974,1.17,b1111,,
190.976,1.24,b1111,,
190.979,1.24,b1111,,
190.981,1.31,b1111,,
190.984,1.38,b1111,,
190.986,1.45,b1111,,
190.989,1.73,b1111,,
190.991,1.94,b1111,,
190.994,1.87,b1111,,
190.996,1.59,b1111,,
190.999,1.94,b1111,,
191.001,1.94,b1111,,
191.004,2.01,b1111,,
191.006,1.94,b1111,,
191.009,2.08,b1111,,
191.011,2.15,b1111,,
191.014,2.22,b1111,,
191.016,2.29,b1111,,
191.019,2.5,b1111,,
191.021,2.43,b1111,,
191.024,2.57,b1111,,
191.026,2.64,b1111,,
191.029,2.57,b1111,,
191.031,2.71,b1111,,
191.034,2.78,b1111,,
191.036,2.78,b1111,,
191.039,2.92,b1111,,
191.041,3.06,b1111,,
191.044,3.14,b1111,,
191.046,3.14,b1111,,
191.049,3.28,b1111,,
191.051,3.28,b1111,,
191.054,3.35,b1111,,
191.056,3.42,b1111,,
191.059,3.56,b1111,,
191.061,3.56,b1111,,
191.064,3.63,b1111,,
191.066,3.84,b1111,,
191.069,3.77,b1111,,
191.071,3.98,b1111,,
191.074,3.98,b1111,,
191.076,3.98,b1111,,
191.079,4.12,b1111,,
191.081,4.12,b1111,,
191.084,4.26,b1111,,
191.086,4.26,b1111,,
191.089,4.4,b1111,,
191.091,4.33,b1111,,
191.094,4.4,b1111,,
191.096,4.47,b1111,,
191.099,4.54,b1111,,
191.101,4.54,b1111,,
191.104,4.54,b1111,,
191.106,4.61,b1111,,
191.109,4.61,b1111,,
191.111,4.68,b1111,,
191.114,4.61,b1111,,
191.116,4.68,b1111,,
191.119,4.68,b1111,,
191.121,4.68,b1111,,
191.124,4.75,b1111,,
191.126,4.68,b1111,,
191.129,4.68,b1111,,
191.131,4.61,b1111,,
191.134,4.54,b1111,,
191.136,4.54,b1111,,
191.139,4.54,b1111,,
191.141,4.33,b1111,,
191.144,4.33,b1111,,
191.146,4.33,b1111,,
191.149,4.33,b1111,,
191.151,4.26,b1111,,
191.154,4.12,b1111,,
191.156,4.05,b1111,,
191.159,3.98,b1111,,
191.161,3.98,b1111,,
191.164,3.91,b1111,,
191.166,3.7,b1111,,
191.169,3.63,b1111,,
191.171,3.56,b1111,,
191.174,3.49,b1111,,
191.176,3.42,b1111,,
191.179,3.35,b1111,,
191.181,3.14,b1111,,
191.184,3.14,b1111,,
191.186,2.92,b1111,,
191.189,3.06,b1111,,
191.191,3.06,b1111,,
