Time,Axial Accel (Gs),Lateral Accel (Gs)
1.30125,18.4,0.35
1.30125,18.4,0.35
1.3025,18.4,0.7
1.30375,18.19,0.7
1.305,18.19,0.7
1.30625,18.26,0.7
1.3075,18.26,0.7
1.30875,18.19,0.7
1.31,18.19,0.7
1.31125,18.12,0.7
1.3125,18.12,0.96
1.31375,18.12,0.96
1.315,18.12,0.96
1.31625,18.19,0.96
1.3175,18.19,0.96
1.31875,18.19,0.96
1.32,18.19,0.96
1.32125,18.12,0.96
1.3225,18.12,1.22
1.32375,18.19,1.22
1.325,18.19,1.22
1.32625,18.05,1.22
1.3275,18.05,0.78
1.32875,18.05,0.78
1.33,18.05,0.78
1.33125,17.97,0.78
1.3325,17.97,0.96
1.33375,18.05,0.96
1.335,18.05,0.96
1.33625,18.05,0.96
1.3375,18.05,0.7
1.33875,18.12,0.7
1.34,18.12,0.7
1.34125,18.12,0.7
1.3425,18.12,1.4
1.34375,18.05,1.4
1.345,18.05,1.4
1.34625,18.05,1.4
1.3475,18.05,1.13
1.34875,18.19,1.13
1.35,18.19,1.13
1.35125,18.12,1.13
1.35125,18.12,1.13
1.35125,18.12,1.13
1.3525,18.12,1.4
1.35375,18.12,1.4
1.355,18.12,1.4
1.35625,18.19,1.4
1.3575,18.19,1.05
1.35875,18.12,1.05
1.36,18.12,1.05
1.36125,18.12,1.05
1.3625,18.12,1.22
1.36375,18.12,1.22
1.365,18.12,1.22
1.36625,18.05,1.22
1.3675,18.05,0.96
1.36875,18.05,0.96
1.37,18.05,0.96
1.37125,18.12,0.96
1.3725,18.12,0.87
1.37375,18.12,0.87
1.375,18.12,0.87
1.37625,18.05,0.87
1.3775,18.05,1.13
1.37875,18.05,1.13
1.38,18.05,1.13
1.38125,17.97,1.13
1.3825,17.97,0.52
1.38375,18.05,0.52
1.385,18.05,0.52
1.38625,17.97,0.52
1.3875,17.97,1.05
1.38875,17.97,1.05
1.39,17.97,1.05
1.39125,18.05,1.05
1.3925,18.05,0.7
1.39375,17.97,0.7
1.395,17.97,0.7
1.39625,18.05,0.7
1.3975,18.05,0.96
1.39875,17.9,0.96
1.4,17.9,0.96
1.40125,17.83,0.96
1.40125,17.83,0.96
1.40125,17.83,0.96
1.4025,17.83,0.43
1.40375,17.97,0.43
1.405,17.97,0.43
1.40625,17.76,0.43
1.4075,17.76,0.7
1.40875,17.9,0.7
1.41,17.9,0.7
1.41125,17.76,0.7
1.4125,17.76,0.78
1.41375,17.97,0.78
1.415,17.97,0.78
1.41625,17.97,0.78
1.4175,17.97,0.87
1.41875,17.97,0.87
1.42,17.97,0.87
1.42125,17.97,0.87
1.4225,17.97,0.7
1.42375,18.05,0.7
1.425,18.05,0.7
1.42625,17.9,0.7
1.4275,17.9,0.78
1.42875,17.97,0.78
1.43,17.97,0.78
1.43125,17.97,0.78
1.4325,17.97,1.05
1.43375,17.9,1.05
1.435,17.9,1.05
1.43625,17.69,1.05
1.4375,17.69,0.87
1.43875,17.69,0.87
1.44,17.69,0.87
1.44125,17.97,0.87
1.4425,17.97,1.57
1.44375,17.83,1.57
1.445,17.83,1.57
1.44625,17.62,1.57
1.4475,17.62,0.7
1.44875,17.62,0.7
1.45,17.62,0.7
1.45125,17.69,0.7
1.45125,17.69,0.7
1.45125,17.69,0.7
1.4525,17.69,1.05
1.45375,17.69,1.05
1.455,17.69,1.05
1.45625,17.69,1.05
1.4575,17.69,0.7
1.45875,17.69,0.7
1.46,17.69,0.7
1.46125,17.69,0.7
1.4625,17.69,1.05
1.46375,17.62,1.05
1.465,17.62,1.05
1.46625,17.62,1.05
1.4675,17.62,0.17
1.46875,17.69,0.17
1.47,17.69,0.17
1.47125,17.62,0.17
1.4725,17.62,0.52
1.47375,17.69,0.52
1.475,17.69,0.52
1.47625,17.69,0.52
1.4775,17.69,0.7
1.47875,17.76,0.7
1.48,17.76,0.7
1.48125,17.76,0.7
1.4825,17.76,0.87
1.48375,17.62,0.87
1.485,17.62,0.87
1.48625,17.55,0.87
1.4875,17.55,0.7
1.48875,17.55,0.7
1.49,17.55,0.7
1.49125,17.55,0.7
1.4925,17.55,0.52
1.49375,17.55,0.52
1.495,17.55,0.52
1.49625,17.48,0.52
1.4975,17.48,0.17
1.49875,17.48,0.17
1.5,17.48,0.17
1.50125,17.48,0.17
1.50125,17.48,0.17
1.50125,17.48,0.17
1.5025,17.48,0.7
1.50375,17.55,0.7
1.505,17.55,0.7
1.50625,17.55,0.7
1.5075,17.55,0.78
1.50875,17.48,0.78
1.51,17.48,0.78
1.51125,17.55,0.78
1.5125,17.55,1.22
1.51375,17.41,1.22
1.515,17.41,1.22
1.51625,17.41,1.22
1.5175,17.41,0.7
1.51875,17.27,0.7
1.52,17.27,0.7
1.52125,17.2,0.7
1.5225,17.2,0.7
1.52375,17.34,0.7
1.525,17.34,0.7
1.52625,17.27,0.7
1.5275,17.27,0.87
1.52875,17.27,0.87
1.53,17.27,0.87
1.53125,17.27,0.87
1.5325,17.27,0.78
1.53375,17.2,0.78
1.535,17.2,0.78
1.53625,17.27,0.78
1.5375,17.27,0.7
1.53875,17.34,0.7
1.54,17.34,0.7
1.54125,17.2,0.7
1.5425,17.2,0.7
1.54375,17.2,0.7
1.545,17.2,0.7
1.54625,17.34,0.7
1.5475,17.34,0.52
1.54875,17.2,0.52
1.55,17.2,0.52
1.55125,17.27,0.52
1.55125,17.27,0.52
1.55125,17.27,0.52
1.5525,17.27,0.52
1.55375,17.27,0.52
1.555,17.27,0.52
1.55625,17.13,0.52
1.5575,17.13,0.7
1.55875,16.99,0.7
1.56,16.99,0.7
1.56125,17.13,0.7
1.5625,17.13,0.26
1.56375,17.2,0.26
1.565,17.2,0.26
1.56625,17.06,0.26
1.5675,17.06,0.7
1.56875,17.13,0.7
1.57,17.13,0.7
1.57125,17.13,0.7
1.5725,17.13,0.35
1.57375,17.06,0.35
1.575,17.06,0.35
1.57625,16.99,0.35
1.5775,16.99,0.43
1.57875,17.06,0.43
1.58,17.06,0.43
1.58125,17.06,0.43
1.5825,17.06,0.52
1.58375,16.99,0.52
1.585,16.99,0.52
1.58625,16.92,0.52
1.5875,16.92,0.78
1.58875,17.06,0.78
1.59,17.06,0.78
1.59125,16.92,0.78
1.5925,16.92,0.78
1.59375,16.99,0.78
1.595,16.99,0.78
1.59625,16.99,0.78
1.5975,16.99,0.35
1.59875,16.99,0.35
1.6,16.99,0.35
1.60125,16.85,0.35
1.60125,16.85,0.35
1.60125,16.85,0.35
1.6025,16.85,1.13
1.60375,16.92,1.13
1.605,16.92,1.13
1.60625,16.92,1.13
1.6075,16.92,0.43
1.60875,16.92,0.43
1.61,16.92,0.43
1.61125,16.78,0.43
1.6125,16.78,0.78
1.61375,16.78,0.78
1.615,16.78,0.78
1.61625,16.71,0.78
1.6175,16.71,0.7
1.61875,16.64,0.7
1.62,16.64,0.7
1.62125,16.64,0.7
1.6225,16.64,1.22
1.62375,16.71,1.22
1.625,16.71,1.22
1.62625,16.71,1.22
1.6275,16.71,1.31
1.62875,16.71,1.31
1.63,16.71,1.31
1.63125,16.71,1.31
1.6325,16.71,1.05
1.63375,16.64,1.05
1.635,16.64,1.05
1.63625,16.57,1.05
1.6375,16.57,1.4
1.63875,16.64,1.4
1.64,16.64,1.4
1.64125,16.64,1.4
1.6425,16.64,1.4
1.64375,16.64,1.4
1.645,16.64,1.4
1.64625,16.71,1.4
1.6475,16.71,1.22
1.64875,16.64,1.22
1.65,16.64,1.22
1.65125,16.57,1.22
1.65125,16.57,1.22
1.65125,16.57,1.22
1.6525,16.57,0.87
1.65375,16.5,0.87
1.655,16.5,0.87
1.65625,16.36,0.87
1.6575,16.36,1.05
1.65875,16.29,1.05
1.66,16.29,1.05
1.66125,16.36,1.05
1.6625,16.36,0.43
1.66375,16.36,0.43
1.665,16.36,0.43
1.66625,16.5,0.43
1.6675,16.5,0.35
1.66875,16.36,0.35
1.67,16.36,0.35
1.67125,16.36,0.35
1.6725,16.36,0.35
1.67375,16.5,0.35
1.675,16.5,0.35
1.67625,16.43,0.35
1.6775,16.43,0.7
1.67875,16.36,0.7
1.68,16.36,0.7
1.68125,16.36,0.7
1.6825,16.36,0.26
1.68375,16.29,0.26
1.685,16.29,0.26
1.68625,16.36,0.26
1.6875,16.36,0.43
1.68875,16.29,0.43
1.69,16.29,0.43
1.69125,16.36,0.43
1.6925,16.36,0.43
1.69375,16.29,0.43
1.695,16.29,0.43
1.69625,16.36,0.43
1.6975,16.36,0.52
1.69875,16.22,0.52
1.7,16.22,0.52
1.70125,16.36,0.52
1.70125,16.36,0.52
1.70125,16.36,0.52
1.7025,16.36,0.87
1.70375,16.43,0.87
1.705,16.43,0.87
1.70625,16.15,0.87
1.7075,16.15,1.05
1.70875,16.08,1.05
1.71,16.08,1.05
1.71125,16.15,1.05
1.7125,16.15,1.13
1.71375,16.01,1.13
1.715,16.01,1.13
1.71625,16.08,1.13
1.7175,16.08,1.05
1.71875,16.08,1.05
1.72,16.08,1.05
1.72125,16.08,1.05
1.7225,16.08,1.75
1.72375,16.01,1.75
1.725,16.01,1.75
1.72625,16.22,1.75
1.7275,16.22,1.22
1.72875,15.86,1.22
1.73,15.86,1.22
1.73125,15.72,1.22
1.7325,15.72,1.4
1.73375,15.94,1.4
1.735,15.94,1.4
1.73625,16.08,1.4
1.7375,16.08,1.4
1.73875,15.58,1.4
1.74,15.58,1.4
1.74125,15.51,1.4
1.7425,15.51,1.05
1.74375,15.65,1.05
1.745,15.65,1.05
1.74625,15.58,1.05
1.7475,15.58,1.4
1.74875,15.51,1.4
1.75,15.51,1.4
1.75125,15.58,1.4
1.75125,15.58,1.4
1.75125,15.58,1.4
1.7525,15.58,1.57
1.75375,15.79,1.57
1.755,15.79,1.57
1.75625,15.58,1.57
1.7575,15.58,1.4
1.75875,15.58,1.4
1.76,15.58,1.4
1.76125,15.51,1.4
1.7625,15.51,1.05
1.76375,15.51,1.05
1.765,15.51,1.05
1.76625,15.58,1.05
1.7675,15.58,0.96
1.76875,15.51,0.96
1.77,15.51,0.96
1.77125,15.51,0.96
1.7725,15.51,0.87
1.77375,15.44,0.87
1.775,15.44,0.87
1.77625,15.37,0.87
1.7775,15.37,1.4
1.77875,15.23,1.4
1.78,15.23,1.4
1.78125,15.37,1.4
1.7825,15.37,0.7
1.78375,15.02,0.7
1.785,15.02,0.7
1.78625,15.02,0.7
1.7875,15.02,1.22
1.78875,14.95,1.22
1.79,14.95,1.22
1.79125,14.95,1.22
1.7925,14.95,0.7
1.79375,14.95,0.7
1.795,14.95,0.7
1.79625,14.88,0.7
1.7975,14.88,1.13
1.79875,14.81,1.13
1.8,14.81,1.13
1.80125,14.74,1.13
1.80125,14.74,1.13
1.80125,14.74,1.13
1.8025,14.74,0.78
1.80375,14.74,0.78
1.805,14.74,0.78
1.80625,14.53,0.78
1.8075,14.53,1.4
1.80875,14.39,1.4
1.81,14.39,1.4
1.81125,14.6,1.4
1.8125,14.6,0.87
1.81375,14.39,0.87
1.815,14.39,0.87
1.81625,14.46,0.87
1.8175,14.46,1.05
1.81875,14.6,1.05
1.82,14.6,1.05
1.82125,14.53,1.05
1.8225,14.53,1.4
1.82375,14.46,1.4
1.825,14.46,1.4
1.82625,14.25,1.4
1.8275,14.25,0.87
1.82875,14.18,0.87
1.83,14.18,0.87
1.83125,14.11,0.87
1.8325,14.11,0.87
1.83375,14.04,0.87
1.835,14.04,0.87
1.83625,14.11,0.87
1.8375,14.11,1.4
1.83875,13.97,1.4
1.84,13.97,1.4
1.84125,14.04,1.4
1.8425,14.04,1.05
1.84375,14.11,1.05
1.845,14.11,1.05
1.84625,14.18,1.05
1.8475,14.18,0.7
1.84875,13.97,0.7
1.85,13.97,0.7
1.85125,13.9,0.7
1.85125,13.9,0.7
1.85125,13.9,0.7
1.8525,13.9,0.87
1.85375,13.83,0.87
1.855,13.83,0.87
1.85625,13.68,0.87
1.8575,13.68,0.43
1.85875,13.76,0.43
1.86,13.76,0.43
1.86125,13.76,0.43
1.8625,13.76,1.22
1.86375,13.68,1.22
1.865,13.68,1.22
1.86625,13.61,1.22
1.8675,13.61,1.22
1.86875,13.54,1.22
1.87,13.54,1.22
1.87125,13.54,1.22
1.8725,13.54,1.05
1.87375,13.47,1.05
1.875,13.47,1.05
1.87625,13.26,1.05
1.8775,13.26,0.7
1.87875,13.26,0.7
1.88,13.26,0.7
1.88125,13.19,0.7
1.8825,13.19,0.7
1.88375,13.47,0.7
1.885,13.47,0.7
1.88625,13.4,0.7
1.8875,13.4,1.13
1.88875,13.47,1.13
1.89,13.47,1.13
1.89125,13.26,1.13
1.8925,13.26,0.87
1.89375,13.19,0.87
1.895,13.19,0.87
1.89625,12.98,0.87
1.8975,12.98,1.22
1.89875,13.05,1.22
1.9,13.05,1.22
1.90125,13.19,1.22
1.90125,13.19,1.22
1.90125,13.19,1.22
1.9025,13.19,1.4
1.90375,13.54,1.4
1.905,13.54,1.4
1.90625,13.54,1.4
1.9075,13.54,0.87
1.90875,13.4,0.87
1.91,13.4,0.87
1.91125,13.54,0.87
1.9125,13.54,0.7
1.91375,13.61,0.7
1.915,13.61,0.7
1.91625,13.47,0.7
1.9175,13.47,0.7
1.91875,13.26,0.7
1.92,13.26,0.7
1.92125,13.4,0.7
1.9225,13.4,0.52
1.92375,13.68,0.52
1.925,13.68,0.52
1.92625,13.54,0.52
1.9275,13.54,0.78
1.92875,13.26,0.78
1.93,13.26,0.78
1.93125,13.19,0.78
1.9325,13.19,0.78
1.93375,13.26,0.78
1.935,13.26,0.78
1.93625,13.05,0.78
1.9375,13.05,1.13
1.93875,12.98,1.13
1.94,12.98,1.13
1.94125,12.7,1.13
1.9425,12.7,1.13
1.94375,12.7,1.13
1.945,12.7,1.13
1.94625,12.77,1.13
1.9475,12.77,1.4
1.94875,12.63,1.4
1.95,12.63,1.4
1.95125,12.91,1.4
1.95125,12.91,1.4
1.95125,12.91,1.4
1.9525,12.91,1.48
1.95375,12.7,1.48
1.955,12.7,1.48
1.95625,12.77,1.48
1.9575,12.77,1.05
1.95875,12.84,1.05
1.96,12.84,1.05
1.96125,12.98,1.05
1.9625,12.98,1.48
1.96375,13.05,1.48
1.965,13.05,1.48
1.96625,12.84,1.48
1.9675,12.84,1.13
1.96875,12.98,1.13
1.97,12.98,1.13
1.97125,12.77,1.13
1.9725,12.77,1.4
1.97375,12.49,1.4
1.975,12.49,1.4
1.97625,12.42,1.4
1.9775,12.42,0.96
1.97875,12.35,0.96
1.98,12.35,0.96
1.98125,12.42,0.96
1.9825,12.42,1.57
1.98375,12.42,1.57
1.985,12.42,1.57
1.98625,12.35,1.57
1.9875,12.35,0.7
1.98875,12.42,0.7
1.99,12.42,0.7
1.99125,12.42,0.7
1.9925,12.42,0.87
1.99375,12.14,0.87
1.995,12.14,0.87
1.99625,12.07,0.87
1.9975,12.07,0.78
1.99875,12.28,0.78
2,12.28,0.78
2.00125,12.21,0.78
2.00125,12.21,0.78
2.00125,12.21,0.78
2.0025,12.21,1.05
2.00375,12.21,1.05
2.005,12.21,1.05
2.00625,12.42,1.05
2.0075,12.42,0.7
2.00875,12.42,0.7
2.01,12.42,0.7
2.01125,12.35,0.7
2.0125,12.35,1.05
2.01375,12.35,1.05
2.015,12.35,1.05
2.01625,12.14,1.05
2.0175,12.14,1.05
2.01875,12.07,1.05
2.02,12.07,1.05
2.02125,12.07,1.05
2.0225,12.07,1.22
2.02375,12.14,1.22
2.025,12.14,1.22
2.02625,12.28,1.22
2.0275,12.28,1.05
2.02875,12.28,1.05
2.03,12.28,1.05
2.03125,12.21,1.05
2.0325,12.21,1.05
2.03375,12.28,1.05
2.035,12.28,1.05
2.03625,12.14,1.05
2.0375,12.14,1.4
2.03875,11.93,1.4
2.04,11.93,1.4
2.04125,11.86,1.4
2.0425,11.86,1.13
2.04375,11.86,1.13
2.045,11.86,1.13
2.04625,11.86,1.13
2.0475,11.86,1.22
2.04875,11.65,1.22
2.05,11.65,1.22
2.05125,11.43,1.22
2.05125,11.43,1.22
2.05125,11.43,1.22
2.0525,11.43,1.05
2.05375,11.57,1.05
2.055,11.57,1.05
2.05625,11.86,1.05
2.0575,11.86,1.13
2.05875,11.86,1.13
2.06,11.86,1.13
2.06125,11.79,1.13
2.0625,11.79,1.22
2.06375,11.57,1.22
2.065,11.57,1.22
2.06625,11.72,1.22
2.0675,11.72,0.96
2.06875,12.07,0.96
2.07,12.07,0.96
2.07125,11.79,0.96
2.0725,11.79,1.4
2.07375,11.79,1.4
2.075,11.79,1.4
2.07625,11.72,1.4
2.0775,11.72,1.22
2.07875,11.72,1.22
2.08,11.72,1.22
2.08125,11.72,1.22
2.0825,11.72,1.05
2.08375,11.57,1.05
2.085,11.57,1.05
2.08625,11.43,1.05
2.0875,11.43,0.87
2.08875,11.72,0.87
2.09,11.72,0.87
2.09125,11.65,0.87
2.0925,11.65,1.05
2.09375,11.79,1.05
2.095,11.79,1.05
2.09625,12,1.05
2.0975,12,1.22
2.09875,11.43,1.22
2.1,11.43,1.22
2.10125,11.22,1.22
2.10125,11.22,1.22
2.10125,11.22,1.22
2.1025,11.22,1.22
2.10375,11.15,1.22
2.105,11.15,1.22
2.10625,11.36,1.22
2.1075,11.36,1.48
2.10875,11.29,1.48
2.11,11.29,1.48
2.11125,11.36,1.48
2.1125,11.36,1.05
2.11375,11.65,1.05
2.115,11.65,1.05
2.11625,11.57,1.05
2.1175,11.57,1.57
2.11875,11.36,1.57
2.12,11.36,1.57
2.12125,11.36,1.57
2.1225,11.36,1.4
2.12375,11.36,1.4
2.125,11.36,1.4
2.12625,11.36,1.4
2.1275,11.36,1.57
2.12875,11.5,1.57
2.13,11.5,1.57
2.13125,11.36,1.57
2.1325,11.36,1.4
2.13375,11.01,1.4
2.135,11.01,1.4
2.13625,10.59,1.4
2.1375,10.59,1.4
2.13875,11.08,1.4
2.14,11.08,1.4
2.14125,11.22,1.4
2.1425,11.22,1.22
2.14375,11.36,1.22
2.145,11.36,1.22
2.14625,11.15,1.22
2.1475,11.15,1.22
2.14875,11.01,1.22
2.15,11.01,1.22
2.15125,11.01,1.22
2.15125,11.01,1.22
2.15125,11.01,1.22
2.1525,11.01,1.22
2.15375,11.01,1.22
2.155,11.01,1.22
2.15625,11.29,1.22
2.1575,11.29,1.22
2.15875,11.15,1.22
2.16,11.15,1.22
2.16125,11.01,1.22
2.1625,11.01,1.22
2.16375,11.01,1.22
2.165,11.01,1.22
2.16625,11.01,1.22
2.1675,11.01,1.4
2.16875,11.01,1.4
2.17,11.01,1.4
2.17125,10.73,1.4
2.1725,10.73,1.4
2.17375,11.08,1.4
2.175,11.08,1.4
2.17625,11.15,1.4
2.1775,11.15,0.87
2.17875,11.36,0.87
2.18,11.36,0.87
2.18125,11.36,0.87
2.1825,11.36,1.05
2.18375,11.57,1.05
2.185,11.57,1.05
2.18625,11.5,1.05
2.1875,11.5,0.7
2.18875,11.29,0.7
2.19,11.29,0.7
2.19125,11.29,0.7
2.1925,11.29,1.22
2.19375,11.01,1.22
2.195,11.01,1.22
2.19625,10.8,1.22
2.1975,10.8,1.4
2.19875,11.22,1.4
2.2,11.22,1.4
2.20125,11.22,1.4
2.20125,11.22,1.4
2.20125,11.22,1.4
2.2025,11.22,1.83
2.20375,11.22,1.83
2.205,11.22,1.83
2.20625,10.94,1.83
2.2075,10.94,1.05
2.20875,10.87,1.05
2.21,10.87,1.05
2.21125,10.73,1.05
2.2125,10.73,1.57
2.21375,10.87,1.57
2.215,10.87,1.57
2.21625,10.73,1.57
2.2175,10.73,1.48
2.21875,10.66,1.48
2.22,10.66,1.48
2.22125,10.45,1.48
2.2225,10.45,1.4
2.22375,10.87,1.4
2.225,10.87,1.4
2.22625,10.8,1.4
2.2275,10.8,1.4
2.22875,11.29,1.4
2.23,11.29,1.4
2.23125,11.5,1.4
2.2325,11.5,1.4
2.23375,11.08,1.4
2.235,11.08,1.4
2.23625,11.01,1.4
2.2375,11.01,1.05
2.23875,10.31,1.05
2.24,10.31,1.05
2.24125,9.96,1.05
2.2425,9.96,1.4
2.24375,10.1,1.4
2.245,10.1,1.4
2.24625,10.24,1.4
2.2475,10.24,1.22
2.24875,10.59,1.22
2.25,10.59,1.22
2.25125,10.73,1.22
2.25125,10.73,1.22
2.25125,10.73,1.22
2.2525,10.73,0.87
2.25375,10.03,0.87
2.255,10.03,0.87
2.25625,9.54,0.87
2.2575,9.54,1.05
2.25875,9.32,1.05
2.26,9.32,1.05
2.26125,9.96,1.05
2.2625,9.96,1.13
2.26375,10.17,1.13
2.265,10.17,1.13
2.26625,10.17,1.13
2.2675,10.17,2.1
2.26875,11.08,2.1
2.27,11.08,2.1
2.27125,10.73,2.1
2.2725,10.73,1.22
2.27375,10.59,1.22
2.275,10.59,1.22
2.27625,10.31,1.22
2.2775,10.31,1.48
2.27875,9.82,1.48
2.28,9.82,1.48
2.28125,9.89,1.48
2.2825,9.89,1.57
2.28375,9.46,1.57
2.285,9.46,1.57
2.28625,9.68,1.57
2.2875,9.68,1.13
2.28875,9.68,1.13
2.29,9.68,1.13
2.29125,9.61,1.13
2.2925,9.61,1.05
2.29375,10.03,1.05
2.295,10.03,1.05
2.29625,10.1,1.05
2.2975,10.1,0.52
2.29875,10.1,0.52
2.3,10.1,0.52
2.30125,10.17,0.52
2.30125,10.17,0.52
2.30125,10.17,0.52
2.3025,10.17,0.7
2.30375,9.96,0.7
2.305,9.96,0.7
2.30625,9.89,0.7
2.3075,9.89,1.05
2.30875,9.82,1.05
2.31,9.82,1.05
2.31125,9.75,1.05
2.3125,9.75,0.87
2.31375,9.89,0.87
2.315,9.89,0.87
2.31625,9.96,0.87
2.3175,9.96,1.05
2.31875,9.89,1.05
2.32,9.89,1.05
2.32125,9.82,1.05
2.3225,9.82,0.87
2.32375,10.03,0.87
2.325,10.03,0.87
2.32625,9.68,0.87
2.3275,9.68,1.4
2.32875,10.03,1.4
2.33,10.03,1.4
2.33125,10.24,1.4
2.3325,10.24,1.22
2.33375,10.24,1.22
2.335,10.24,1.22
2.33625,10.17,1.22
2.3375,10.17,1.57
2.33875,10.1,1.57
2.34,10.1,1.57
2.34125,10.31,1.57
2.3425,10.31,1.57
2.34375,9.46,1.57
2.345,9.46,1.57
2.34625,9.25,1.57
2.3475,9.25,1.75
2.34875,9.04,1.75
2.35,9.04,1.75
2.35125,9.18,1.75
2.35125,9.18,1.75
2.35125,9.18,1.75
2.3525,9.18,1.05
2.35375,9.32,1.05
2.355,9.32,1.05
2.35625,9.89,1.05
2.3575,9.89,1.83
2.35875,9.96,1.83
2.36,9.96,1.83
2.36125,10.24,1.83
2.3625,10.24,1.05
2.36375,10.17,1.05
2.365,10.17,1.05
2.36625,9.89,1.05
2.3675,9.89,1.13
2.36875,9.68,1.13
2.37,9.68,1.13
2.37125,9.39,1.13
2.3725,9.39,1.4
2.37375,8.97,1.4
2.375,8.97,1.4
2.37625,8.76,1.4
2.3775,8.76,0.7
2.37875,8.9,0.7
2.38,8.9,0.7
2.38125,9.18,0.7
2.3825,9.18,0.78
2.38375,9.54,0.78
2.385,9.54,0.78
2.38625,9.75,0.78
2.3875,9.75,0.7
2.38875,9.61,0.7
2.39,9.61,0.7
2.39125,9.75,0.7
2.3925,9.75,1.22
2.39375,9.11,1.22
2.395,9.11,1.22
2.39625,8.97,1.22
2.3975,8.97,0.35
2.39875,8.76,0.35
2.4,8.76,0.35
2.40125,8.69,0.35
2.40125,8.69,0.35
2.40125,8.69,0.35
2.4025,8.69,1.4
2.40375,8.76,1.4
2.405,8.76,1.4
2.40625,8.97,1.4
2.4075,8.97,0.7
2.40875,9.25,0.7
2.41,9.25,0.7
2.41125,9.54,0.7
2.4125,9.54,1.48
2.41375,9.82,1.48
2.415,9.82,1.48
2.41625,9.96,1.48
2.4175,9.96,1.66
2.41875,9.82,1.66
2.42,9.82,1.66
2.42125,9.46,1.66
2.4225,9.46,1.92
2.42375,9.18,1.92
2.425,9.18,1.92
2.42625,8.9,1.92
2.4275,8.9,1.83
2.42875,8.62,1.83
2.43,8.62,1.83
2.43125,8.2,1.83
2.4325,8.2,1.4
2.43375,8.48,1.4
2.435,8.48,1.4
2.43625,8.27,1.4
2.4375,8.27,1.92
2.43875,8.9,1.92
2.44,8.9,1.92
2.44125,8.9,1.92
2.4425,8.9,1.92
2.44375,9.68,1.92
2.445,9.68,1.92
2.44625,9.89,1.92
2.4475,9.89,1.92
2.44875,9.39,1.92
2.45,9.39,1.92
2.45125,9.32,1.92
2.45125,9.32,1.92
2.45125,9.32,1.92
2.4525,9.32,1.66
2.45375,8.48,1.66
2.455,8.48,1.66
2.45625,7.99,1.66
2.4575,7.99,1.48
2.45875,8.27,1.48
2.46,8.27,1.48
2.46125,8.48,1.48
2.4625,8.48,0.35
2.46375,8.83,0.35
2.465,8.83,0.35
2.46625,8.76,0.35
2.4675,8.76,1.4
2.46875,9.04,1.4
2.47,9.04,1.4
2.47125,9.18,1.4
2.4725,9.18,0.96
2.47375,9.46,0.96
2.475,9.46,0.96
2.47625,9.32,0.96
2.4775,9.32,1.75
2.47875,9.82,1.75
2.48,9.82,1.75
2.48125,9.61,1.75
2.4825,9.61,0.52
2.48375,9.04,0.52
2.485,9.04,0.52
2.48625,9.39,0.52
2.4875,9.39,0.87
2.48875,9.25,0.87
2.49,9.25,0.87
2.49125,9.25,0.87
2.4925,9.25,0.87
2.49375,8.62,0.87
2.495,8.62,0.87
2.49625,8.55,0.87
2.4975,8.55,1.13
2.49875,8.41,1.13
2.5,8.41,1.13
2.50125,7.99,1.13
2.50125,7.99,1.13
2.50125,7.99,1.13
2.5025,7.99,1.48
2.50375,8.2,1.48
2.505,8.2,1.48
2.50625,8.06,1.48
2.5075,8.06,1.22
2.50875,8.06,1.22
2.51,8.06,1.22
2.51125,8.13,1.22
2.5125,8.13,1.66
2.51375,8.2,1.66
2.515,8.2,1.66
2.51625,8.13,1.66
2.5175,8.13,1.66
2.51875,8.48,1.66
2.52,8.48,1.66
2.52125,8.62,1.66
2.5225,8.62,1.75
2.52375,8.83,1.75
2.525,8.83,1.75
2.52625,8.62,1.75
2.5275,8.62,1.57
2.52875,8.76,1.57
2.53,8.76,1.57
2.53125,8.62,1.57
2.5325,8.62,1.66
2.53375,8.69,1.66
2.535,8.69,1.66
2.53625,8.69,1.66
2.5375,8.69,1.4
2.53875,8.41,1.4
2.54,8.41,1.4
2.54125,8.34,1.4
2.5425,8.34,1.4
2.54375,8.2,1.4
2.545,8.2,1.4
2.54625,8.34,1.4
2.5475,8.34,1.4
2.54875,8.41,1.4
2.55,8.41,1.4
2.55125,8.41,1.4
2.55125,8.41,1.4
2.55125,8.41,1.4
2.5525,8.41,1.4
2.55375,8.41,1.4
2.555,8.41,1.4
2.55625,7.85,1.4
2.5575,7.85,1.13
2.55875,7.92,1.13
2.56,7.92,1.13
2.56125,8.13,1.13
2.5625,8.13,1.13
2.56375,8.13,1.13
2.565,8.13,1.13
2.56625,7.85,1.13
2.5675,7.85,1.22
2.56875,7.92,1.22
2.57,7.92,1.22
2.57125,8.13,1.22
2.5725,8.13,1.05
2.57375,7.99,1.05
2.575,7.99,1.05
2.57625,7.92,1.05
2.5775,7.92,1.66
2.57875,8.2,1.66
2.58,8.2,1.66
2.58125,8.55,1.66
2.5825,8.55,1.48
2.58375,8.48,1.48
2.585,8.48,1.48
2.58625,8.13,1.48
2.5875,8.13,1.57
2.58875,8.62,1.57
2.59,8.62,1.57
2.59125,8.69,1.57
2.5925,8.69,0.52
2.59375,8.62,0.52
2.595,8.62,0.52
2.59625,8.41,0.52
2.5975,8.41,1.22
2.59875,8.06,1.22
2.6,8.06,1.22
2.60125,7.78,1.22
2.60125,7.78,1.22
2.60125,7.78,1.22
2.6025,7.78,1.05
